server_time,best_bid_price,best_ask_price,avg_buy_price,avg_sell_price
2024-11-26T11:02:59.586,93724.6,93755.1,93733.164,93746.94
2024-11-26T11:02:59.604,93724.6,93755.1,93732.62,93746.75
2024-11-26T11:02:59.624,93724.6,93755.1,93732.62,93746.85
2024-11-26T11:02:59.644,93724.6,93755.1,93732.31,93746.914
2024-11-26T11:02:59.665,93724.6,93755.1,93732.11,93746.85
2024-11-26T11:02:59.684,93724.6,93755.1,93732.91,93747.055
2024-11-26T11:02:59.704,93724.6,93755.1,93732.734,93747.734
2024-11-26T11:02:59.724,93724.6,93755.1,93732.98,93747.94
2024-11-26T11:02:59.744,93724.6,93755.1,93732.99,93748.375
2024-11-26T11:02:59.764,93724.6,93755.1,93732.97,93748.87
2024-11-26T11:02:59.784,93724.6,93755.1,93732.97,93748.75
2024-11-26T11:02:59.844,93724.6,93755.1,93732.89,93748.74
2024-11-26T11:02:59.864,93724.6,93755.1,93732.914,93748.85
2024-11-26T11:02:59.924,93724.6,93755.1,93732.89,93748.85
2024-11-26T11:02:59.964,93724.6,93755.1,93732.89,93748.984
2024-11-26T11:02:59.984,93724.6,93755.1,93732.914,93748.984
2024-11-26T11:03:00.004,93724.6,93755.1,93732.9,93748.984
2024-11-26T11:03:00.044,93724.6,93755.1,93732.88,93749.68
2024-11-26T11:03:00.064,93724.6,93755.2,93736.36,93750.03
2024-11-26T11:03:00.084,93724.6,93755.2,93735.79,93749.164
2024-11-26T11:03:00.104,93724.6,93755.2,93734.19,93747.51
2024-11-26T11:03:00.124,93724.6,93755.2,93733.664,93747.51
2024-11-26T11:03:00.145,93724.6,93755.2,93734.29,93747.57
2024-11-26T11:03:00.165,93724.6,93755.2,93734.35,93748.02
2024-11-26T11:03:00.184,93724.6,93755.5,93734.31,93748.234
2024-11-26T11:03:00.204,93724.6,93755.5,93734.945,93748.24
2024-11-26T11:03:00.224,93724.6,93755.7,93734.93,93750.0
2024-11-26T11:03:00.244,93724.6,93756.4,93738.22,93751.12
2024-11-26T11:03:00.265,93724.6,93756.5,93735.69,93751.19
2024-11-26T11:03:00.285,93724.6,93756.5,93734.695,93751.19
2024-11-26T11:03:00.304,93724.6,93756.5,93735.83,93751.03
2024-11-26T11:03:00.324,93724.6,93756.5,93735.695,93750.516
2024-11-26T11:03:00.344,93724.6,93756.5,93737.66,93750.52
2024-11-26T11:03:00.364,93724.6,93756.5,93738.32,93750.51
2024-11-26T11:03:00.384,93724.6,93756.5,93737.89,93750.51
2024-11-26T11:03:00.404,93724.6,93756.5,93735.91,93750.234
2024-11-26T11:03:00.424,93724.6,93756.5,93734.21,93750.47
2024-11-26T11:03:00.444,93724.6,93756.5,93732.44,93750.73
2024-11-26T11:03:00.464,93724.6,93756.5,93729.76,93745.54
2024-11-26T11:03:00.484,93724.6,93756.5,93729.14,93746.99
2024-11-26T11:03:00.504,93724.6,93756.5,93729.445,93747.86
2024-11-26T11:03:00.524,93724.6,93756.5,93729.08,93747.76
2024-11-26T11:03:00.544,93724.6,93756.5,93727.89,93737.52
2024-11-26T11:03:00.564,93724.6,93756.5,93728.05,93740.016
2024-11-26T11:03:00.584,93724.6,93756.5,93728.08,93742.44
2024-11-26T11:03:00.604,93720.2,93756.5,93723.67,93743.32
2024-11-26T11:03:00.624,93718.7,93756.5,93721.59,93734.836
2024-11-26T11:03:00.644,93718.5,93756.5,93721.21,93736.27
2024-11-26T11:03:00.664,93717.6,93756.5,93719.81,93737.195
2024-11-26T11:03:00.684,93717.4,93756.5,93719.41,93736.04
2024-11-26T11:03:00.704,93717.4,93756.5,93720.445,93736.69
2024-11-26T11:03:00.724,93717.4,93756.5,93720.42,93738.586
