server_time,best_bid_price,best_ask_price,avg_buy_price,avg_sell_price
2024-11-26T11:48:51.585,92496.0,92525.5,92501.68,92518.84
2024-11-26T11:48:51.604,92496.0,92525.5,92501.64,92518.5
2024-11-26T11:48:51.624,92496.0,92525.5,92501.72,92518.47
2024-11-26T11:48:51.645,92496.0,92525.5,92501.64,92517.91
2024-11-26T11:48:51.664,92496.0,92525.5,92501.64,92518.06
2024-11-26T11:48:51.684,92496.0,92525.5,92501.61,92518.04
2024-11-26T11:48:51.704,92496.0,92525.5,92501.625,92518.29
2024-11-26T11:48:51.724,92496.0,92525.5,92501.57,92518.66
2024-11-26T11:48:51.744,92496.0,92525.5,92501.586,92518.66
2024-11-26T11:48:51.764,92496.0,92525.5,92501.586,92518.45
2024-11-26T11:48:51.785,92496.0,92525.5,92501.586,92518.17
2024-11-26T11:48:51.804,92496.0,92525.5,92501.586,92518.17
2024-11-26T11:48:51.825,92496.0,92525.5,92501.59,92517.98
2024-11-26T11:48:51.865,92496.0,92525.5,92501.57,92517.836
2024-11-26T11:48:51.884,92496.0,92525.5,92501.65,92518.484
2024-11-26T11:48:51.904,92496.0,92525.5,92501.64,92518.484
2024-11-26T11:48:51.925,92496.0,92525.5,92501.64,92518.28
2024-11-26T11:48:51.984,92496.0,92525.5,92501.75,92518.0
2024-11-26T11:48:52.004,92496.0,92525.5,92501.69,92517.67
2024-11-26T11:48:52.025,92496.0,92525.5,92501.65,92517.47
2024-11-26T11:48:52.064,92496.0,92525.5,92501.63,92517.47
2024-11-26T11:48:52.084,92496.0,92525.5,92501.57,92517.61
2024-11-26T11:48:52.104,92496.0,92525.5,92501.586,92517.47
2024-11-26T11:48:52.124,92496.0,92525.5,92501.49,92517.97
2024-11-26T11:48:52.144,92496.0,92525.5,92501.53,92517.72
2024-11-26T11:48:52.165,92496.0,92525.5,92501.53,92517.7
2024-11-26T11:48:52.184,92496.0,92525.5,92501.5,92517.58
2024-11-26T11:48:52.204,92496.0,92525.5,92501.48,92517.336
2024-11-26T11:48:52.224,92496.0,92525.5,92501.48,92517.3
2024-11-26T11:48:52.244,92496.0,92527.7,92501.48,92525.45
2024-11-26T11:48:52.264,92496.0,92527.7,92501.73,92523.23
2024-11-26T11:48:52.284,92496.0,92527.8,92501.4,92522.72
2024-11-26T11:48:52.304,92496.0,92527.8,92500.914,92522.72
2024-11-26T11:48:52.324,92496.0,92527.8,92501.02,92522.72
2024-11-26T11:48:52.344,92496.0,92527.8,92501.0,92522.9
2024-11-26T11:48:52.364,92496.0,92527.8,92500.9,92522.86
2024-11-26T11:48:52.384,92496.0,92527.8,92500.77,92522.78
2024-11-26T11:48:52.404,92496.0,92527.8,92500.74,92523.016
2024-11-26T11:48:52.424,92496.0,92527.8,92500.61,92522.95
2024-11-26T11:48:52.444,92496.0,92527.8,92500.62,92522.83
2024-11-26T11:48:52.464,92496.0,92527.8,92500.63,92522.4
2024-11-26T11:48:52.484,92496.0,92527.8,92500.63,92522.4
2024-11-26T11:48:52.504,92496.0,92527.8,92500.63,92522.59
2024-11-26T11:48:52.524,92496.0,92527.8,92500.63,92522.59
2024-11-26T11:48:52.544,92496.0,92527.8,92500.55,92522.59
2024-11-26T11:48:52.564,92496.0,92527.8,92500.484,92522.54
2024-11-26T11:48:52.604,92496.0,92527.8,92500.51,92522.54
2024-11-26T11:48:52.624,92496.0,92527.8,92500.516,92522.55
2024-11-26T11:48:52.644,92496.0,92527.8,92500.914,92517.266
2024-11-26T11:48:52.664,92496.0,92527.8,92500.95,92517.39
2024-11-26T11:48:52.685,92496.0,92527.8,92501.016,92518.93
2024-11-26T11:48:52.704,92496.0,92527.8,92501.21,92519.21
2024-11-26T11:48:52.724,92496.0,92527.8,92501.15,92519.195
2024-11-26T11:48:52.744,92496.0,92527.8,92501.23,92519.15
2024-11-26T11:48:52.764,92496.0,92527.8,92501.2,92519.15
2024-11-26T11:48:52.785,92496.0,92527.8,92501.164,92519.086
2024-11-26T11:48:52.805,92496.0,92527.8,92501.03,92517.48
2024-11-26T11:48:52.824,92496.0,92527.8,92501.03,92517.51
2024-11-26T11:48:52.845,92496.0,92527.8,92500.664,92516.695
2024-11-26T11:48:52.864,92496.0,92527.8,92500.38,92516.59
2024-11-26T11:48:52.884,92496.0,92527.8,92500.375,92516.375
2024-11-26T11:48:52.904,92496.0,92527.8,92500.37,92516.875
2024-11-26T11:48:52.924,92496.0,92527.8,92500.37,92516.81
2024-11-26T11:48:52.944,92496.0,92527.8,92500.26,92514.84
2024-11-26T11:48:52.964,92496.0,92527.8,92500.39,92513.66
2024-11-26T11:48:52.984,92495.6,92527.8,92500.24,92514.43
2024-11-26T11:48:53.004,92495.6,92527.8,92500.32,92514.375
2024-11-26T11:48:53.024,92495.6,92527.8,92500.31,92513.94
2024-11-26T11:48:53.044,92495.6,92527.8,92500.34,92513.85
2024-11-26T11:48:53.064,92495.6,92527.8,92500.32,92514.05
2024-11-26T11:48:53.084,92495.2,92527.8,92500.31,92513.81
2024-11-26T11:48:53.104,92495.0,92527.8,92500.31,92514.07
2024-11-26T11:48:53.124,92495.0,92527.8,92500.31,92514.07
2024-11-26T11:48:53.144,92495.0,92527.8,92500.71,92513.82
2024-11-26T11:48:53.164,92495.0,92527.8,92500.664,92514.42
2024-11-26T11:48:53.184,92495.0,92527.8,92500.67,92514.84
2024-11-26T11:48:53.204,92495.0,92527.8,92500.67,92514.99
2024-11-26T11:48:53.224,92495.0,92527.8,92500.65,92516.83
2024-11-26T11:48:53.244,92495.0,92527.8,92500.66,92519.31
