2024-11-26T13:13:03.085,92555.5,92579.6,92562.69,92575.56
2024-11-26T13:13:03.104,92555.6,92579.6,92562.74,92575.64
2024-11-26T13:13:03.124,92555.6,92579.6,92562.734,92575.65
2024-11-26T13:13:03.144,92555.6,92579.6,92562.734,92575.91
2024-11-26T13:13:03.164,92556.3,92580.0,92562.95,92575.45
2024-11-26T13:13:03.185,92556.3,92580.0,92562.95,92575.44
2024-11-26T13:13:03.204,92556.8,92580.0,92562.98,92575.82
2024-11-26T13:13:03.225,92556.8,92580.0,92562.836,92575.85
2024-11-26T13:13:03.245,92556.8,92580.0,92562.82,92575.516
2024-11-26T13:13:03.264,92556.6,92580.0,92562.86,92575.76
2024-11-26T13:13:03.284,92556.8,92580.0,92562.87,92576.39
2024-11-26T13:13:03.304,92556.6,92580.0,92562.56,92575.086
2024-11-26T13:13:03.324,92556.3,92580.0,92562.64,92575.07
2024-11-26T13:13:03.345,92556.3,92580.0,92562.625,92575.07
2024-11-26T13:13:03.364,92556.3,92580.0,92562.89,92575.17
2024-11-26T13:13:03.384,92556.0,92580.0,92562.77,92575.484
2024-11-26T13:13:03.404,92556.0,92580.0,92562.77,92575.47
2024-11-26T13:13:03.425,92555.6,92580.0,92562.71,92575.47
2024-11-26T13:13:03.484,92556.8,92580.0,92562.445,92576.61
2024-11-26T13:13:03.504,92556.6,92580.0,92562.58,92576.61
2024-11-26T13:13:03.524,92556.8,92580.0,92562.63,92576.61
2024-11-26T13:13:03.544,92557.2,92580.0,92562.63,92576.61
2024-11-26T13:13:03.564,92557.7,92580.0,92563.2,92576.61
2024-11-26T13:13:03.604,92557.9,92580.0,92563.22,92576.53
2024-11-26T13:13:03.624,92557.7,92580.0,92563.18,92576.53
2024-11-26T13:13:03.644,92557.2,92580.0,92562.68,92576.53
2024-11-26T13:13:03.664,92557.2,92580.0,92562.664,92576.53
2024-11-26T13:13:03.724,92557.6,92580.0,92562.66,92576.53
2024-11-26T13:13:03.784,92557.6,92580.0,92562.66,92576.53
2024-11-26T13:13:03.804,92557.6,92580.0,92562.66,92576.55
2024-11-26T13:13:03.864,92557.2,92580.0,92562.67,92576.55
2024-11-26T13:13:03.904,92557.2,92580.0,92562.62,92576.55
2024-11-26T13:13:03.924,92557.6,92580.0,92562.625,92576.55
2024-11-26T13:13:03.944,92557.2,92580.0,92562.66,92576.55
2024-11-26T13:13:03.964,92557.6,92580.0,92562.664,92576.55
2024-11-26T13:13:04.024,92557.2,92580.0,92562.66,92576.55
2024-11-26T13:13:04.044,92556.8,92580.0,92562.65,92576.55
2024-11-26T13:13:04.064,92556.6,92580.0,92562.63,92576.55
2024-11-26T13:13:04.084,92556.6,92580.0,92562.63,92576.55
2024-11-26T13:13:04.104,92556.6,92580.0,92562.62,92576.55
2024-11-26T13:13:04.124,92556.6,92580.0,92562.62,92576.414
2024-11-26T13:13:04.144,92556.6,92580.0,92562.62,92576.55
2024-11-26T13:13:04.184,92556.8,92580.0,92562.61,92576.55
2024-11-26T13:13:04.224,92557.2,92580.0,92562.63,92576.55
2024-11-26T13:13:04.244,92557.6,92580.0,92562.64,92576.55
2024-11-26T13:13:04.264,92557.7,92580.0,92563.17,92576.47
2024-11-26T13:13:04.285,92557.7,92580.0,92563.06,92576.1
2024-11-26T13:13:04.304,92557.7,92580.0,92563.164,92576.1
2024-11-26T13:13:04.325,92557.7,92580.0,92563.17,92576.1
2024-11-26T13:13:04.344,92557.9,92580.0,92563.18,92576.55
2024-11-26T13:13:04.404,92558.5,92581.1,92569.75,92576.67
2024-11-26T13:13:04.424,92561.3,92582.0,92570.875,92576.93
2024-11-26T13:13:04.444,92560.2,92581.9,92568.984,92576.984
2024-11-26T13:13:04.464,92559.3,92582.0,92568.27,92576.766
2024-11-26T13:13:04.484,92560.0,92581.9,92568.33,92577.016
2024-11-26T13:13:04.504,92559.6,92581.9,92567.93,92576.73
2024-11-26T13:13:04.524,92560.0,92581.8,92568.21,92576.72
2024-11-26T13:13:04.544,92560.0,92581.9,92568.164,92576.88
2024-11-26T13:13:04.564,92560.0,92581.9,92568.125,92577.15
2024-11-26T13:13:04.584,92559.6,92581.9,92567.79,92577.15
2024-11-26T13:13:04.604,92559.6,92582.0,92567.75,92577.12
2024-11-26T13:13:04.624,92559.2,92582.0,92567.68,92577.12
2024-11-26T13:13:04.644,92559.2,92582.0,92567.71,92577.12
2024-11-26T13:13:04.664,92559.2,92582.0,92567.76,92577.12
2024-11-26T13:13:04.744,92559.2,92582.0,92567.79,92577.12
2024-11-26T13:13:04.824,92559.3,92582.0,92567.79,92577.12
2024-11-26T13:13:04.864,92559.3,92582.0,92567.79,92577.12
2024-11-26T13:13:04.904,92559.3,92582.0,92567.79,92577.11
2024-11-26T13:13:05.004,92559.3,92582.0,92567.8,92577.37
2024-11-26T13:13:05.024,92560.0,92582.0,92568.195,92577.37
2024-11-26T13:13:05.044,92560.0,92582.0,92568.21,92577.36
2024-11-26T13:13:05.084,92560.2,92582.0,92568.25,92577.36
2024-11-26T13:13:05.124,92560.8,92582.0,92568.56,92577.38
2024-11-26T13:13:05.144,92560.8,92582.0,92568.484,92577.22
2024-11-26T13:13:05.164,92560.9,92582.0,92568.81,92577.22
