server_time,best_bid_price,best_ask_price,avg_buy_price,avg_sell_price
1732576258086,94357.74,94379.5,94367.21,94349.8
1732576258104,94357.51,94379.5,94367.03,94349.8
1732576258124,94354.43,94379.9,94367.34,94349.3
1732576258144,94354.92,94379.9,94367.78,94349.3
1732576258164,94354.76,94379.9,94367.93,94349.1
1732576258184,94355.95,94379.9,94367.94,94349.1
1732576258204,94356.125,94379.9,94367.99,94349.1
1732576258224,94357.03,94379.9,94367.99,94349.1
1732576258244,94358.75,94379.9,94368.14,94349.1
1732576258264,94359.97,94379.9,94368.25,94349.1
1732576258285,94359.97,94379.9,94368.34,94349.1
1732576258304,94360.305,94379.9,94368.61,94349.1
1732576258324,94361.445,94379.9,94368.625,94349.1
1732576258344,94361.445,94379.9,94368.6,94349.1
1732576258384,94361.445,94379.9,94368.62,94349.1
1732576258404,94360.79,94379.9,94368.62,94349.1
1732576258424,94360.82,94379.9,94368.93,94349.1
1732576258464,94360.83,94379.9,94368.93,94349.1
1732576258484,94360.88,94379.9,94368.99,94349.1
1732576258504,94361.03,94379.9,94368.98,94349.1
1732576258524,94361.05,94379.9,94368.98,94349.1
1732576258545,94360.875,94379.9,94368.98,94349.1
1732576258564,94360.48,94379.9,94368.98,94349.1
1732576258584,94360.48,94379.9,94368.89,94349.1
1732576258604,94359.12,94379.9,94368.89,94349.1
1732576258625,94359.25,94379.9,94368.89,94349.1
1732576258645,94359.375,94379.9,94368.9,94349.1
1732576258664,94358.586,94379.9,94368.93,94349.1
1732576258684,94358.6,94379.9,94368.93,94349.1
1732576258704,94359.11,94379.9,94368.93,94349.1
1732576258724,94359.5,94379.9,94368.93,94349.1
1732576258745,94359.49,94379.9,94368.93,94349.1
1732576258764,94360.05,94379.9,94368.94,94349.1
1732576258784,94359.97,94379.9,94368.945,94349.1
1732576258805,94361.11,94379.9,94368.88,94349.1
1732576258824,94361.13,94379.9,94368.89,94349.1
1732576258844,94360.875,94379.9,94368.89,94349.1
1732576258864,94360.74,94379.9,94368.89,94349.1
1732576258924,94360.88,94379.9,94368.89,94349.1
1732576258945,94360.89,94379.9,94368.89,94349.1
1732576258964,94360.89,94379.9,94368.95,94349.1
1732576258984,94361.734,94379.9,94368.88,94349.1
1732576259004,94360.95,94379.9,94368.89,94349.1
1732576259024,94360.95,94379.9,94369.11,94349.1
1732576259044,94361.0,94379.9,94368.96,94349.1
1732576259065,94361.27,94379.9,94368.93,94349.1
1732576259085,94361.26,94379.9,94368.92,94349.1
1732576259104,94361.234,94379.9,94369.17,94349.1
1732576259144,94361.23,94379.9,94368.97,94349.1
1732576259164,94361.02,94379.9,94369.164,94349.1
1732576259185,94361.47,94379.9,94369.336,94349.1
1732576259204,94361.48,94379.9,94369.37,94349.1
1732576259225,94361.54,94379.9,94369.37,94349.1
1732576259244,94361.54,94379.9,94369.35,94349.1
1732576259265,94361.53,94379.9,94369.37,94349.1
1732576259284,94361.55,94379.9,94369.37,94349.1
1732576259304,94361.58,94379.9,94372.48,94349.1
1732576259324,94361.8,94379.9,94372.305,94349.1
1732576259344,94360.59,94380.1,94371.2,94349.1
1732576259364,94360.45,94380.4,94370.78,94349.1
1732576259384,94359.9,94380.4,94371.4,94349.1
1732576259404,94360.47,94380.5,94371.38,94349.1
1732576259424,94360.66,94380.5,94371.38,94349.1
1732576259444,94361.305,94380.7,94370.67,94349.1
1732576259464,94361.1,94380.7,94370.67,94349.1
1732576259484,94361.18,94380.9,94374.484,94349.1
1732576259504,94360.99,94380.9,94375.27,94349.1
1732576259524,94361.54,94380.9,94372.94,94349.1
1732576259544,94361.1,94380.9,94372.94,94349.1
1732576259564,94361.57,94380.9,94372.94,94349.1
1732576259584,94361.48,94380.9,94372.09,94349.1
1732576259604,94361.61,94380.9,94374.4,94349.1
1732576259624,94361.42,94380.9,94374.37,94349.1
1732576259644,94361.21,94380.9,94374.64,94349.1
1732576259664,94361.67,94380.9,94374.68,94349.1
1732576259684,94361.72,94380.9,94371.81,94349.1
1732576259704,94361.21,94380.9,94371.81,94349.1
1732576259724,94361.16,94380.9,94370.836,94349.1
1732576259744,94361.03,94380.9,94371.26,94349.1
1732576259764,94361.055,94380.9,94371.66,94349.1
1732576259784,94361.06,94380.9,94371.66,94349.1
1732576259804,94360.68,94380.9,94371.66,94349.1
1732576259824,94360.77,94380.9,94371.66,94349.1
1732576259844,94360.64,94380.9,94371.34,94349.1
1732576259864,94360.65,94380.9,94371.34,94349.1
1732576259884,94360.66,94380.9,94371.34,94349.1
1732576259904,94360.734,94380.9,94371.34,94349.1
1732576259924,94360.79,94380.9,94371.34,94349.1
1732576259944,94360.79,94380.9,94371.34,94349.1
1732576259964,94360.79,94380.9,94371.34,94349.1
1732576259984,94360.8,94380.9,94371.34,94349.1
1732576260004,94360.8,94380.9,94370.35,94349.1
1732576260024,94360.83,94380.9,94370.39,94349.1
1732576260044,94360.805,94380.9,94370.625,94349.1
1732576260064,94360.805,94380.9,94370.625,94349.1
1732576260084,94360.805,94380.9,94368.96,94349.1
1732576260104,94360.53,94380.9,94366.71,94349.1
1732576260125,94360.016,94380.9,94366.99,94349.1
1732576260144,94360.484,94380.9,94366.99,94349.1
1732576260165,94360.695,94380.9,94366.99,94349.1
1732576260184,94361.81,94380.9,94367.055,94349.1
1732576260204,94362.41,94380.9,94370.11,94349.1
1732576260224,94362.42,94380.9,94370.38,94349.1
1732576260244,94362.414,94380.9,94370.72,94349.1
1732576260264,94361.17,94380.9,94370.805,94349.1
1732576260284,94361.18,94380.9,94370.39,94349.1
1732576260304,94361.164,94380.9,94370.38,94349.1
1732576260324,94363.17,94380.9,94370.88,94349.1
1732576260344,94361.445,94380.9,94373.766,94349.1
1732576260364,94361.49,94380.9,94373.74,94349.1
