server_time,best_bid_price,best_ask_price,avg_buy_price,avg_sell_price
0,93961.86
0,93962.01
0,93962.15
0,93962.18
0,93962.2
0,93962.81
0,93962.63
0,93962.56
0,93962.68
0,93962.17
0,93962.21
0,93962.24
0,93962.28
0,93962.914
0,93962.79
0,93962.21
0,93962.87
0,93962.234
0,93962.34
0,93962.34
0,93962.41
0,93966.45
0,93965.78
0,93966.71
0,93967.81
0,93964.04
0,93963.88
0,93963.6
0,93964.445
0,93964.47
0,93970.336
0,93970.13
0,93970.74
0,93972.84
0,93971.195
0,93970.945
0,93972.23
0,93972.375
0,93972.41
0,93972.336
0,93972.35
0,93972.4
0,93972.41
0,93972.39
0,93972.35
0,93972.36
0,93972.37
0,93972.36
0,93972.37
0,93972.54
0,93972.77
0,93972.68
0,93972.78
0,93973.336
0,93973.445
0,93973.44
0,93973.44
0,93973.445
0,93974.9
0,93973.48
0,93973.48
0,93973.48
0,93973.484
0,93973.59
0,93973.59
0,93973.59
0,93973.59
0,93973.59
0,93973.59
0,93973.55
0,93973.59
0,93973.48
0,93974.92
0,93973.65
0,93973.65
0,93973.65
0,93973.65
0,93973.69
0,93973.69
0,93973.695
0,93973.65
0,93973.64
0,93973.69
0,93973.734
0,93973.69
0,93973.69
0,93973.72
0,93973.734
0,93973.734
0,93973.66
0,93973.65
0,93973.65
0,93972.47
0,93972.484
0,93972.33
0,93971.12
0,93971.695
0,93969.96
0,93968.91
0,93968.81
0,93969.53
0,93971.17
0,93971.29
0,93971.98
0,93971.53
0,93971.11
0,93971.125
0,93971.65
0,93971.805
0,93971.61
0,93971.62
0,93971.7
0,93971.695
0,93971.77
0,93971.77
0,93971.82
0,93971.25
0,93971.945
0,93972.01
0,93972.01
0,93972.016
0,93972.03
0,93972.03
0,93972.0
0,93971.91
0,93971.97
0,93971.97
0,93971.97
0,93971.88
0,93971.88
0,93971.805
0,93971.54
0,93971.5
0,93971.484
0,93972.44
0,93972.49
0,93972.6
0,93972.01
0,93972.08
0,93972.04
0,93972.016
0,93972.02
0,93972.02
0,93972.02
0,93971.98
0,93972.02
0,93972.01
0,93972.016
0,93972.03
0,93972.055
0,93972.055
0,93972.055
0,93972.04
0,93971.69
0,93971.73
0,93971.73
0,93971.72
0,93971.73
0,93971.734
0,93971.73
0,93971.69
0,93971.63
0,93971.72
0,93971.734
0,93971.766
0,93971.78
0,93971.78
0,93971.73
0,93971.695
0,93971.695
0,93971.85
0,93971.63
0,93971.54
0,93972.586
0,93971.52
0,93971.66
0,93971.66
0,93971.65
0,93971.55
0,93971.484
0,93971.484
0,93971.5
0,93971.516
0,93971.46
0,93971.516
0,93971.53
0,93971.53
0,93971.516
0,93971.65
0,93971.67
